"hgb_fs_item_de","hgb_fs_item_en","account_usage_type","account_number","account_name_de","account_name_en","account_class","account_group_de","account_group_en","account_flags","is_range","range_start","range_end","is_postable"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 33","Fotolabor","Photo lab",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 34","Garten","garden",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 35","Garten","garden",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 36","Gartenhaus","garden shed",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 37","Gewächshaus","greenhouse",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 38","Großer Saal","Großer Saal",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 39","Halle","hangar",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 40","Hof","yard",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 41","Holzwerkstatt","wood workshop",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 42","Hort","Hort",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 43","Kindergarten","nursery",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 44","Kleiner Saal","Small room",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 45","Konferenzzimmer","conference room",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 46","Küche","kitchen",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 47","Kulturen","cultures",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 48","Lehrerzimmer","Teachers' room",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 49","Leihbibliothek","Lending library",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 50","Mensa","canteen",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 51","Metallwerkstatt","metal workshop",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 52","Oberer Saal","Oberer Saal",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 53","Pausenverkauf","Breaktime sale",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 54","PC-Raum","PC room",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 55","PC-Raum Lehrer","PC room teacher",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 56","PC-Raum Schüler","PC-room students",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 57","Physik-Raum/-Saal","Physics room/hall",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 58","Präsenzbibliothek","Reference library",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 59","Roter Saal","Roter Saal",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 60","Saal","Saal",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 61","Schmiede","smithy",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 62","Schule","school",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 63","Schulhof","schoolyard",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 64","Schuppen","sheds",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 65","Spielplatz","playground",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 66","Sporthalle","sports hall",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 67","Sportplatz","Sportplatz",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 68","Stall/Ställe","stable/stables",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 69","Steinofen","stone oven",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 70","Tierhaltung","animal husbandry",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 71","Turnhalle","gym",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 72","Unterer Saal","Lower Hall",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 73","Werkstätten","workshops",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3006 74","Zweigstelle","branch",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3007 00","Einkauf Roh-, Hilfs- und Betriebsstoffe","Procurement of raw, auxiliary and operating materials",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3010 00","Einkauf Roh-, Hilfs- und Betriebsstoffe % Vorsteuer","Purchase of raw and auxiliary materials% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods","R","3020 00","Einkauf Roh-, Hilfs- und Betriebsstoffe % Vorsteuer","Purchase of raw and auxiliary materials% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3020 00",,"false"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3029 00","Einkauf Roh-, Hilfs- und Betriebsstoffe ohne Vorsteuerabzug","Purchase of raw and auxiliary materials without deduction of input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3030 00","Einkauf Roh-, Hilfs- und Betriebsstoffe % Vorsteuer","Purchase of raw and auxiliary materials% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods","R","3040 00","Einkauf Roh-, Hilfs- und Betriebsstoffe % Vorsteuer","Purchase of raw and auxiliary materials% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3040 00",,"false"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3060 00","Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb % Vorsteuer und % Umsatzsteuer","Purchase of raw and auxiliary materials, intra-community acquisition% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods","R","3061 00","Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb % Vorsteuer und % Umsatzsteuer","Purchase of raw and auxiliary materials, intra-community acquisition% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3061 00",,"false"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3062 00","Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb % Vorsteuer und % Umsatzsteuer","Purchase of raw and auxiliary materials, intra-community acquisition% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods","R","3064 00","Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb % Vorsteuer und % Umsatzsteuer","Purchase of raw and auxiliary materials, intra-community acquisition% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3064 00",,"false"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3066 00","Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und % Umsatzsteuer","Purchase of raw and auxiliary materials, intra-community acquisition excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3067 00","Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und % Umsatzsteuer","Purchase of raw and auxiliary materials, intra-community acquisition excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods","R","3068 00","Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und % Umsatzsteuer","Purchase of raw and auxiliary materials, intra-community acquisition excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3068 00",,"false"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3070 00","Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer","Purchase of raw materials and supplies 5.5% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3071 00","Einkauf Roh-, Hilfs- und Betriebsstoffe Vorsteuer8) 7,8 %","Purchase of raw and auxiliary materials input tax8) 7.8%",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods","R","3072 00","Einkauf Roh-, Hilfs- und Betriebsstoffe Vorsteuer8) 7,8 %","Purchase of raw and auxiliary materials input tax8) 7.8%",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3072 00",,"false"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3075 00","Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG % Vorsteuer und % Umsatzsteuer","Purchase of raw materials and supplies from a VAT warehouse § 13a UStG% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3076 00","Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG % Vorsteuer und % Umsatzsteuer","Purchase of raw materials and supplies from a VAT warehouse § 13a UStG% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods","R","3077 00","Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG % Vorsteuer und % Umsatzsteuer","Purchase of raw materials and supplies from a VAT warehouse § 13a UStG% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3077 00",,"false"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3089 00","Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft % Vorsteuer und % Umsatzsteuer","Acquisition of raw materials and consumables as the last customer within a triangular transaction% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3090 00","Energiestoffe (Fertigung)","Energy substances (manufacturing)",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3091 00","Energiestoffe (Fertigung) % Vorsteuer","Energy substances (manufacturing)% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3092 00","Energiestoffe (Fertigung) % Vorsteuer","Energy substances (manufacturing)% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods","R","3093 00","Energiestoffe (Fertigung) % Vorsteuer","Energy substances (manufacturing)% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3093 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 00","Fremdleistungen","Third-party services",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 10","Honorare und Ähnliches","Fees and the like",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 11","Honorare und Ähnliches Schule","Fees and similar school",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 12","Honorare und Ähnliches Religion","Fees and similar religion",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 13","Honorare und Ähnliches Religion - buddhistisch","Fees and similar religion - Buddhist",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 14","Honorare und Ähnliches Religion - evangelisch","Honoraries and similar religion - evangelical",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 15","Honorare und Ähnliches Religion - freichristlich","Honoraries and similar religion - free Christian",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 16","Honorare und Ähnliches Religion - hinduistisch","Honoraries and similar Religion - Hindu",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 17","Honorare und Ähnliches Religion - islamisch","Fees and similar religion - Islamic",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 18","Honorare und Ähnliches Religion - jüdisch","Honoraries and similar religion - Jewish",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 19","Honorare und Ähnliches Religion - katholisch","Honoraries and similar religion - catholic",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 20","Honorare und Ähnliches Religion - neuapostolisch","Honoraries and similar religion - New Apostolic",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 21","Honorare und Ähnliches Religion - orthodox","Honoraries and similar religion - orthodox",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 22","Honorare und Ähnliches Religion - sonstige","Fees and similar Religion - other",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 23","Honorare und Ähnliches Kindergarten","Fees and similar kindergarten",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 24","Honorare und Ähnliches Hort","Fees and similar day care",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 25","Honorare und Ähnliches Betreuung","Fees and similar support",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 26","Honorare und Ähnliches Reisebetreuung","Fees and similar travel assistance",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 27","Beförderungsaufwendungen","Transportation expenses",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 28","Beratungen und Ähnliches","Consultations and the like",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 29","Beratung Evulation","Evulation advice",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 30","Beratung Schulentwicklung","School development advice",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3100 90","Andere Fremdleistungen","Other third-party services",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3101 00","Fremdleistungen","Third-party services",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3106 00","Fremdleistungen % Vorsteuer","External services% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3107 00","Fremdleistungen % Vorsteuer","External services% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3107 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3108 00","Fremdleistungen % Vorsteuer","External services% input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3109 00","Fremdleistungen ohne Vorsteuer","Third-party services without input tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3110 00","Bauleistungen eines im Inland ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Construction services provided by a domestically based entrepreneur% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3111 00","Bauleistungen eines im Inland ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Construction services provided by a domestically based entrepreneur% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3111 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3113 00","Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Other services provided by an entrepreneur based in another EU country% input tax and% value added tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3114 00","Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Other services provided by an entrepreneur based in another EU country% input tax and% value added tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3114 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3115 00","Leistungen eines im Ausland ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Services provided by an entrepreneur based abroad% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3116 00","Leistungen eines im Ausland ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Services provided by an entrepreneur based abroad% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3116 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3120 00","Bauleistungen eines im Inland ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Construction services provided by a domestically based entrepreneur% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3122 00","Bauleistungen eines im Inland ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Construction services provided by a domestically based entrepreneur% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3122 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3123 00","Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Other services provided by an entrepreneur based in another EU country% input tax and% value added tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3124 00","Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Other services provided by an entrepreneur based in another EU country% input tax and% value added tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3124 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3125 00","Leistungen eines im Ausland ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Services provided by an entrepreneur based abroad% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
